	Restaurant	Food restrictions	Menu	Menu Eng
249	Itsudemo Helsinki	['Gluten-free', 'Vegan', 'Vegetarian']	Buffet | Buffet viikonloppuisin : la-su koko päivän	Buffet / Buffet weekends: Sat-Sun all day
250	Itsudemo Helsinki	['Gluten-free', 'Vegan', 'Vegetarian']	Buffet | Buffet arki-iltaisin : ma-pe klo 16.30 alkaen	Buffet / Buffet on weekdays: Mon-Fri from 4.30 pm
251	Mizore Sushi & Sticks	['Gluten-free', 'Vegan', 'Vegetarian']	Set Menu | All you can eat (Dry ice Sushi&Sticks)	Set Menu / all you can eat (Dry ice Sushi&Sticks)
252	Ravintola Domo	['Vegetarian']	Starters | Hiya Yakko : Tofua, inkivääriä ja kevätsipulia	Starters | Hiya Yakko: tofu, ginger and spring onions
253	Ravintola Domo	['Vegetarian']	Starters | Tonjiru : Miso keitto, possunkylkeä, shitake sieniä, perunoita ja porkkanaa	Starters | Tonjiru: Miso soup, pork ribs, shitake with mushrooms, potatoes and carrots
254	Ravintola Domo	['Vegetarian']	Starters | Ebi Salsa with crisp Nori Chips and mustard mayo : Jättikatkarapusalsaa, nori shipsejä ja japanilaista sinappimajoneesia	Starters / Ebi Salsa with crisp Nori Chips and mustard mayo: prawn salsa, nori ships and Japanese mustard mayonnaise
255	Ravintola Domo	['Vegetarian']	Mains | Tori No Teriyaki : Paistettua kanaa ja teriyaki kastiketta	Mains / Tori No Teriyaki: fried chicken and teriyaki sauce
256	Ravintola Domo	['Vegetarian']	Mains | Yasai Tempura Udon/Soba : Kasvis tempura, udon tai soba nuudeleita liemessä	Mains / Yasai Tempura Udon/Soba: vegetable tempura, udon or soba noodles in broth
257	Ravintola Domo	['Vegetarian']	Mains | Pan Seared Scallops : Paistettuja kampasimpukoita, kiinankaalia, pinaattia ja ponzu kastiketta	Mains / Pan Seared Scallops: fried scallops, Chinese cabbage, spinach and ponzu sauce
258	Ravintola Domo	['Vegetarian']	Desserts | Sorbet: Citrus, Mango : Sorbetti: sitrushedelmä, mango	Desserts / Sorbet: Citrus, Mango: sorbet: citrus, mango
259	Ravintola Domo	['Vegetarian']	Desserts | Green Tea Pannacotta : Vihreä tee pannacotta ja mirin karamellia	Desserts / Green Tea Panna Cotta: green tea panna cotta and mirin caramel
260	Ravintola Domo	['Vegetarian']	Desserts | Yuzu Cream Profitorols with chocolate and berries : Yuzu kermalla täytettyjä tuulihattuja, marjoja ja suklaakastiketta	Desserts / Yuzu Cream Profitorols with chocolate and berries : Yuzu cream filled with cream puffs, berries and chocolate sauce
261	Be My Guest	['Vegan', 'Vegetarian']	Lunch | Phở Fighters : Traditional Vietnamese Phở soup with fresh herbs and rice noodles	Lunch / Phở Fighters: Traditional Vietnamese Phở soup with fresh herbs and rice noodles
262	Be My Guest	['Vegan', 'Vegetarian']	Lunch | Noodle Around : Warm bowl of filling Viet noodles. Served with fresh greens, home-made pickles, crushed peanuts and fried onions	Lunch / Noodle Around : Warm bowl of filling Viet noodles. Served with fresh greens, home-made pickles, crushed peanuts and fried onions
263	Be My Guest	['Vegan', 'Vegetarian']	Lunch | Oh-So-Fresh Salad Combo : 2 freshly made large rice paper rolls with veggies, aromatic mint and juicy bell pepper, served with side salad	Lunch | Oh-So-Fresh Salad Combo: 2 freshly made large rice paper rolls with veggies, aromatic mint and juicy bell pepper, served with side salad
264	Be My Guest	['Vegan', 'Vegetarian']	Starters | Dumplings Darling : 3 handmade dumplings, coriander, fried onions, sesame seeds [W] [Soy]	Starters | Dumplings Darling: 3 handmade dumplings, coriander, fried onions, sesame seeds [W] [Soy]
265	Be My Guest	['Vegan', 'Vegetarian']	Starters | Charlie Don't Surf Salad : Crunchy gỏi salad, cabbage, carrot, pickled onions, mint, vegan fish sauce [G*]	Starters / Charlie Don't Surf Salad : Crunchy gỏi salad, cabbage, carrot, pickled onions, mint, vegan fish sauce [G*]
266	Be My Guest	['Vegan', 'Vegetarian']	"Starters | Flying Shrimp : Grilled prawn skewers with lemongrass chili sauce, served with ""Nha Trang"" dressing [G*] [L]"	"Starters | Flying Shrimp: Grilled prawn skewers with lemongrass chili sauce, served with ""Nha Trang"" dressing [G*] [L]"
267	Be My Guest	['Vegan', 'Vegetarian']	À la carte | Coolest Bánh Mì on the Block : Freshly baked bread. Home-made pickles, cucumber, coriander	À la carte / Coolest Bánh Mì on the Block : Freshly baked bread. Home-made pickles, cucumber, coriander
268	Be My Guest	['Vegan', 'Vegetarian']	À la carte | Always Summer Rolls : 4 freshly made large rice paper rolls with veggies, mint, bell pepper	À la carte / Always Summer Rolls: 4 freshly made large rice paper rolls with veggies, mint, bell pepper
269	Be My Guest	['Vegan', 'Vegetarian']	À la carte | Hanoi Rock'n'Noodle : Special pan-fried 'áp chảo' Hanoi style rice noodle with onion, tomato, choisam, babycorn, leek	À la carte | Hanoi Rock ' n 'Noodle: Special pan-fried' áp chảo ' Hanoi style rice noodle with onion, tomato, choisam, babycorn, leek
270	Locanda Scappi	['Gluten-free', 'Vegetarian']	Antipasti | Arancini con Tartufo e Funghi : Uppopaistettuja sienillä ja tryffelillä maustettuja rapeita riisipalloja, tarjoillaan Gorgonzola-juustokastikkeen kera.	Antipasti / Arancini con Tartufo e Funghi: deep-fried crispy rice balls with mushrooms and truffle, served with Gorgonzola cheese sauce.
271	Locanda Scappi	['Gluten-free', 'Vegetarian']	Antipasti | Tartare di Manzo : Suomalaista härkää maustettuna oliiviöljyllä, suolalla ja pippurilla, Castelmagno-juustoa (Piedmontelainen luolassa kypsytetty juusto) ja hasselpähkinää.	Antipasti / Tartare di Manzo: Finnish beef with olive oil, salt and pepper, Castelmagno cheese (Piedmont cheese aged in a cave) and hazelnut.
272	Locanda Scappi	['Gluten-free', 'Vegetarian']	Antipasti | Tigelle con Mortadella & Stracchino : Itsetehty pieni silavassa paistettu pannuleipä, tarjoillaan Mortadella-leikkeleen ja stracchinojuuston kera (pehmeä juusto lehmänmaidosta).	Antipasti / Tigelle con Mortadella & Stracchino : homemade small pan-fried bread, served with Mortadella charcuterie and stracchino cheese (soft cheese made from cow's milk).
273	Locanda Scappi	['Gluten-free', 'Vegetarian']	Mains | Fettuccine alla Pastorella : Itsetehtyä fettucine-pastaa pitkään haudutetulla lammasragulla (tomaatti-sipulikastike), tuoretta ricottaa, basilikaa ja pecorinojuustoa	Mains / Fettuccine alla Pastorella: homemade fettucine pasta with long braised lamb ragout (tomato-onion sauce), fresh ricotta, basil and pecorino cheese
274	Locanda Scappi	['Gluten-free', 'Vegetarian']	Mains | Tagliolini in forma : Käsintehtyä tagliolinipastaa voin ja parmesaanin kera tarjoiltuna talon parmesaanikiekosta.	Mains / Tagliolini in forma : handmade tagliolini pasta with butter and parmesan served from House Parmesan.
275	Locanda Scappi	['Gluten-free', 'Vegetarian']	Mains | Quaglia Gragliata : Pitkään kypsennettyä ja grillattua viiriäistä, grillattua portobellosientä, kastanjaa ja härkäliemi.	Mains / Quaglia Gragliata: long-cooked and grilled quail, grilled portobello mushroom, Chestnut and bull broth.
276	Locanda Scappi	['Gluten-free', 'Vegetarian']	Desserts | Tiramisù : Kahvilla maustettu jälkiruoka savoiardikekseillä ja mascarponella.	Desserts / Tiramisù: a coffee-flavored dessert with savoiard biscuits and mascarpone.
277	Locanda Scappi	['Gluten-free', 'Vegetarian']	Desserts | Tortino di Mele : Kanelilla ja ruskealla sokerilla maustettua omenakakkua vaniljajäätelön kera.	Desserts / Tortino di Mele: apple cake with cinnamon and brown sugar and vanilla ice cream.
278	Locanda Scappi	['Gluten-free', 'Vegetarian']	Desserts | Gelato Artiganale from Gelato Club : Klassista italialaista artesaanipistaasijäätelöä ja tummasuklaajäätelöä.	Desserts / Gelato Artiganale from Gelato Club : Classic Italian artisan Pista ice cream and dark chocolate ice cream.
279	Retro Enoteca	['Gluten-free', 'Vegan', 'Vegetarian']	Antipasti | Prosciutto Crudo	Antipasti / Prosciutto Crudo
280	Retro Enoteca	['Gluten-free', 'Vegan', 'Vegetarian']	Antipasti | Suolakuoriselleri Carpaccio	Antipasti / Salted Celery Carpaccio
281	Retro Enoteca	['Gluten-free', 'Vegan', 'Vegetarian']	Antipasti | Retro Tartar (kasvis- tai lihaversio)	Antipasti / Retro Tartar (vegetarian or meat version)
282	Retro Enoteca	['Gluten-free', 'Vegan', 'Vegetarian']	Secondi Piatti | Häränhäntäraviolit	Secondi Piatti | Oxtail Marriages
283	Retro Enoteca	['Gluten-free', 'Vegan', 'Vegetarian']	Secondi Piatti | Carbonara di Mare	Secondi Piatti | Carbonara di Mare
284	Retro Enoteca	['Gluten-free', 'Vegan', 'Vegetarian']	Secondi Piatti | Sienirisotto	Secondi Piatti / Mushroom Risotto
285	Retro Enoteca	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | Pistaasijäätelö	Desserts / Pistachio Ice Cream
286	Retro Enoteca	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | Tiramisu	Desserts / Tiramisu
287	Retro Enoteca	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | Torta della Nonna	Desserts | Torta della Nonna
288	Vibami - Vietnamese Kitchen	['Gluten-free', 'Vegan', 'Vegetarian']	Appetizers | BABY SHRIMP SPRING ROLLS : With mixed vegetables, fresh herbs & fish sauce.	Appetizers / BABY SHRIMP SPRING ROLLS: With mixed vegetables, fresh herbs & fish sauce.
289	Vibami - Vietnamese Kitchen	['Gluten-free', 'Vegan', 'Vegetarian']	Appetizers | CHICKEN SPRING ROLLS : With mixed vegetables, fresh herbs & fish sauce.	Appetizers / CHICKEN SPRING ROLLS : With mixed vegetables, fresh herbs & fish sauce.
290	Vibami - Vietnamese Kitchen	['Gluten-free', 'Vegan', 'Vegetarian']	Appetizers | MONSTER ROLLS WITH SHRIM : With rice paper, rive noodles, vegetables, avocado & peanut / fish sauce	Appetizers | MONSTER ROLLS WITH shrimp : With rice paper, rive noodles, vegetables, avocado & peanut / fish sauce
291	Vibami - Vietnamese Kitchen	['Gluten-free', 'Vegan', 'Vegetarian']	Soups | PHO SOUP WITH BEEF : With 12-hour-beef-broth, green onion, cilantro, bean sprouts, black pepper & hoisin sauce.	Soups / PHO SOUP with BEEF : With 12-hour-beef-broth, green onion, cilantro, bean sprouts, black pepper & hoisin sauce.
292	Vibami - Vietnamese Kitchen	['Gluten-free', 'Vegan', 'Vegetarian']	Soups | PHO SOUP WITH ORGANIC TOFU : With 8-hour-vegetable-broth, green onion, cilantro, bean sprouts, mushroom, broccoli & hoisin sauce.	Soups / PHO SOUP with ORGANIC TOFU : With 8-hour-vegetable-broth, green onion, cilantro, bean sprouts, mushroom, broccoli & hoisin sauce.
293	Vibami - Vietnamese Kitchen	['Gluten-free', 'Vegan', 'Vegetarian']	Soups | MIXED PHO SOUP : With 12-hour-beef-broth, green onion, cilantro, bean sprouts & hoisin sauce.	Soups / MIXED PHO SOUP : With 12-hour-beef-broth, green onion, cilantro, bean sprouts & hoisin sauce.
294	Vibami - Vietnamese Kitchen	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | TURMERIC AND COCONUT CREPES : With mixed vegetables, fresh herbs, green onion & sprouts // protein of your choice	Mains | TURMERIC AND COCONUT CREPES: With mixed vegetables, fresh herbs, green onion & sprouts / / protein of your choice
295	Vibami - Vietnamese Kitchen	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | BÁNH MÌ 5-SPICE PORK BELLY	Mains / BÁNH MÌ 5-SPICE PORK BELLY
296	Vibami - Vietnamese Kitchen	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | MEKONG SALMON : With bok choy, green onion, alfalfa sprouts, pepper & caramelized-fish-sauce.	Mains / MEKONG SALMON : With bok choy, green onion, alfalfa sprouts, pepper & caramelized-fish-sauce.
297	Mauritz	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | KURPITSAKEITTO, VUOHENJUUSTO JA PANCETTA MURU : PUMPKIN SOUP, GOAT CHEESE AND PANCETTA CRUMBLE. ( LG SAA VGN )	Starters / pumpkin soup, goat cheese and PANCETTA crumble : PUMPKIN SOUP, GOAT CHEESE and PANCETTA CRUMBLE. (LG SAA VGN )
298	Mauritz	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | JUURESTARTAR, AVOCADO KREEMIÄ JA SITRUUNAMAJONEESI : ROOT VEGETABLE TARTAR, AVOCADO CREAM AND LEMON MAYONNAISE. ( LG SAA VGN )	Starters / root tartar, AVOCADO creme and lemon mayonnaise : ROOT VEGETABLE TARTAR, AVOCADO CREAM and LEMON MAYONNAISE. (LG SAA VGN )
299	Mauritz	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | LOHI PASTRAMI, MARINOITUA KURPITSAA, OMENAA JA PIPARJUURTA : SALMON PASTRAMI, MARINATED PUMKIN & HORSERADISH. ( LG )	Starters / salmon PASTRAMI, marinated pumpkin, apple and horseradish : SALMON PASTRAMI, MARINATED PUMKIN & HORSERADISH. (LG )
300	Mauritz	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | TARTAR NAUDAN SISÄFILEESTÄ, KAPRISTA, PIKKELI SINAPINSIEMENEN : BEEF TENDERLOIN TARTAR,CAPERS, PICKLED MUSTARD SEEDS & SEED CRISPS. ( LG)	Starters / tartare beef tenderloin tartare, capers, pickled MUSTARD seed : BEEF TENDERLOIN tartare,CAPERS, PICKLED MUSTARD SEEDS & SEED CRISPS. (LG)
301	Mauritz	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | PERSILJA-VALKOSIPULI MARINOITUJA ETANOITA & VÄSTERBOTTEN JUUSTOA : SNAILS IN PERSILLADE WITH GRATINATED “VÄSTERBOTTEN” CHEESE. ( LG )	Starters / parsley-garlic pickled snails & VÄSTERBOTTEN cheese : SNAILS in PERSILLADE with GRATINATED “VÄSTERBOTTEN” CHEESE. (LG )
302	Mauritz	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | LEIKKELEVALIKOIMA, MARINOITUJA OLIIVEJA JA NDUJA LEIPÄÄ : CHARCUTERIE SELECTION, MARINATED OLIVES AND NDUJA BREAD. ( L )	Starters / charcuterie SELECTION, pickled olives and NDUJA BREAD : CHARCUTERIE SELECTION, pickled OLIVES and NDUJA BREAD. ( L )
303	Mauritz	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | RANSAKALAISET PERUNAT : PORTION OFHOMEMADE fries	Starters | French fries: PORTION OFHOMEMADE fries
304	Mauritz	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | NAUDAN SISÄFILE, PIPPURIKASTIKE, PAAHDETTU KURPITSA & RANSKALAISET PERUNAT : BEEF TENDERLOIN, PEPPER SAUCE, ROASTED PUMPKIN & FRENCH fries	Mains / beef tenderloin, pepper sauce, roasted pumpkin & French fries : BEEF TENDERLOIN, PEPPER SAUCE, ROASTED PUMPKIN & FRENCH fries
305	Mauritz	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | KERMAINEN KANTTARELLI-SUPPILOVAHVERO TALON PASTA & PARMESAANIA : CHANTERELLE AND YELLOWFOOT MUSHROOM LINGUINI. ( VL )	Mains / creamy CHANTARELLI funnel paste house PASTA & parmesan : CHANTERELLE and YELLOWFOOT MUSHROOM LINGUINI. (VL )
306	Mauritz	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | PUNAJUURI-VUOHENJUUSTORISOTTO : BEETROOT AND GOATCHEESE RISOTTO. ( VLG )	Mains / beetroot goat cheese risotto: BEETROOT and GOATCHEESE RISOTTO. (VLG )
307	Mauritz	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | KUHA, KROSSIPERUNAA, KERMAISTA VALKOVIINI-PINAATTIKASTIKETTA, RUUSUKAALI : PIKE PERCH, CROSSED POTATOES, CREAMY WHITE WINE SPINACH SAUCE . ( LG )	Mains / walnuts, cross potatoes, creamy white wine spinach sauce, Brussels sprouts: PIKE PERCH, CROSSED POTATOES, CREAMY WHITE WINE SPINACH SAUCE . (LG )
308	Mauritz	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | JOKIRAPU SKÅGEN-SALAATTI & SAARISTOLEIPÄ : CRAY FISH SKÅGEN SALAD & ARCHIPELAGO BREAD. ( L )	Mains / crayfish SKÅGEN salad & island bread : CRAY FISH SKÅGEN SALAD & ARCHIPELAGO BREAD. ( L )
309	Mauritz	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | LOHISALAATTIA NIÇOISEN TYYLIIN, KANANMUNA, HARRICOTPAPUJA & ANJOVISTA : SALMON SALAD IN NIÇOISE STYLE, BOILLED EGG, HARICOT BEANS. ( LG )	Mains / salmon salad in Niçoise style, egg, HARRICOT beans & anchovies : SALMON SALAD in NIÇOISE STYLE, BOILLED EGG, HARICOT BEANS. (LG )
310	Mauritz	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | PÄIVÄN JÄÄTELÖ JA MARJOJA : ICE CREAM FLAVORS OF THE DAY AND BERRIES. ( LG )	Desserts | daily Ice Cream and berries: ICE CREAM FLAVORS of the DAY and BERRIES. (LG )
311	Mauritz	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | CRÈME BRULÉE JA LAKKAA : CRÈME BRULÉE & CLOUDBERRY . ( LG )	Desserts | CRÈME BRULÉE and lacquer: CRÈME BRULÉE & CLOUDBERRY . (LG )
312	Mauritz	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | JUUSTOLAUTANEN : VIIKUNA HILLO	Desserts | cheese plate : fig jam
313	Mauritz	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | ROSETTE OMENAPIIRAKKA, UNIOMENA PYRE JA OMENA SORBETI : ROSETTE APPLE PIE, ROASTED APPLE PURE & APPLE SORBET. ( L )	Desserts / ROSETTE apple pie, dream Apple PYRE and Apple SORBETI : ROSETTE APPLE PIE, ROASTED APPLE PURE & APPLE SORBET. ( L )
314	Mauritz	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | SUKLAA FONDANT, VANILJA JÄÄTELÖ & PISTAASI KARAMELLI MURU : CHOCOLATE FONDANT, VANILLA ICE CREAM & PISTACHIO CARAMEL CRUMBLE. ( LG )	Desserts / chocolate FONDANT, vanilla ice cream & pistachio caramel Crumble : CHOCOLATE FONDANT, VANILLA ICE CREAM & PISTACHIO CARAMEL CRUMBLE. (LG )
315	Ristorante Il Trio	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | BURRATINA CAPRESE IN AROMA DI TARTUFO : Tuore burratajuusto, tomaatti ja tryffelitahna	Starters / BURRATINA CAPRESE in AROMA DI TARTUFO: fresh burrata cheese, tomato and truffle paste
316	Ristorante Il Trio	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | VITELLO TONNATO : Vasikkaa tonnikalakastikkeessa	Starters | VITELLO TONNATO: veal in tuna sauce
317	Ristorante Il Trio	['Gluten-free', 'Vegan', 'Vegetarian']	Soups | ZUPPA DI POMODORE E MASCARCOPNE : Tomaatti-mascarponejuustokeitto	Soups / ZUPPA DI POMODORE E MASCARCOPNE: tomato-mascarpone cheese soup
318	The Tart	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Shepherd's pie with Reindeer : Contains fish, allow 20 minutes	Mains / Shepherd's pie with Reindeer: Contains fish, allow 20 minutes
